연번,관광지명,주소,위도,경도,문화재구분,문화재번호,전화번호,관광테마,주차장 여부,주차 대수,기타_홈페이지 주소,상세내용
197,남해용문사영해당영정,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제412-1호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"19세기 후반 용문사의 화엄강주였던 영해당 기홍의 초상화로 ‘기묘년 조하’에 쓴 유석초의 영찬으로 보아 1891년 4월에 제작된 것이다. 화면속의 인물은 약간 향좌측을 향한 좌안7분면상이며 돗자리 위에 놓여있는 의자에 결가부좌를 하고 있다. 바닥에는 군청색 테두리를 두른 돗자리가 정면시점으로 펼쳐져 있고 화면 향좌측에는 향탁위에 향로 등이 묘사되어 있다. 왼손엔 주장자를 비스듬히 들고 있고, 오른손은 결가부좌한 무릎 위에 대어 염주를 가볍게 쥐고 있다. 이 향탁과 주장자에는 목리문이 선명하게 묘사되어 있다."
198,남해 용문사 영정 일괄,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제412호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"남해 용문사 영해당 영정19세기 후반 용문사의 화엄강주였던 영해당 기홍의 초상화로 기묘년 조하에 쓴 유석초의 영찬으로 보아 1891년 4월에 제작된 것이다. 화면 속의 인물은 약간 향좌측을 향한 좌안 7분 면상이며, 돗자리 위에 놓여있는 의자에 결가부좌를 하고 있다. 바닥에는 군청색 테두리를 두른 돗자리가 정면 시점으로 펼쳐져 있고, 화면 향좌측에는 향탁 위에 향로 등이 묘사되어 있다. 왼손엔 주장자를 비스듬히 들고 있고, 오른손은 결가부좌한 무릎 위에 대어 염주를 가볍게 쥐고 있다. 이 향탁과 주장자에는 목리문이 선명하게 묘사되어 있다.남해 용문사 백월당 영정화면 중앙 돗자리 위에 백월당이 좌안 7분면의 결가부좌상을 하고 있다. 왼손에는 주장자를 잡고 오른손에는 염주를 쥐고 있다. 영정의 안면부는 살색으로 칠하고, 먹선과 주색으로 윤곽선을 잡았으며, 두부의 모발과 수염은 짧은 먹세선으로 표현하였다. 상검선은 농묵, 하검선은 담묵으로 그었고 눈동자는 갈색으로 동공은 농묵으로 찍었으며, 눈동자의 좌우 끝은 담묵으로 바림하였다. 눈동자는 눈 상단에 치우친 채 약간 위를 쳐다보고 있는 모습이다. 안면부의 주름은 먹선 위에 주선으로 강하게 표현하였다. 인물 뒤편으로 배경은 생략되었고 바닥에 돗자리만을 묘사하고 있다. 스님은 짙은 잿빛 장삼 위에 녹청색과 옅은 군청색 그리고 백색의 세 끈 매듭으로 연결된 홍가사를 걸치고 있다. 장삼 주름은 농묵으로 바림하였고 가사 주름은 짙은 주색으로 표현하였다. 돗자리는 상하 윤곽선은 청색으로 처리하고 그 내부에 가로선을 따라 흰색 땀을 그려 바느질 자국을 나타내었고, 안쪽은 황토색 바탕에 짧은 가로 먹선을 그어 돗자리무늬를 묘사하였다. 오른손에 쥐고 있는 염주에는 간략한 목리문이 보인다.남해 용문사 삼화상 영정지공·나옹·무학 삼화상의 모습을 한 폭에 그린 삼화상 영정의 화면 중앙에는 지공화상이 좌안 7분면으로 결가부좌를 한 채 왼손에 염주를 들고 있으며, 나옹화상 역시 좌안 7분면에 결가부좌를 하고 있으며 지물은 없다. 반면 무학화상은 우안 7분면에 결좌부좌자세로 오른손에 주장자를 잡고 지공방향으로 앉아 있다. 지공은 흰색 깃이 달린 내의 위에 녹색의 옷을 입고 그 위에 원권문이 그려진 붉은 색 대의를 걸쳤다. 나옹과 무학은 옅은 잿빛의 장삼 위에 홍가사를 걸쳤는데, 나옹은 매듭으로, 무학은 금구장식으로 가사를 연결하고 있다. 특히 나옹과 무학의 장삼에는 선염에 의한 음영법을 사용하여 입체감을 주고 있다. 스님들의 안면부는 살색을 칠한 후 먹선과 주선으로 윤곽선을 그렸으며, 상검선은 농묵으로 하검선은 담묵세선으로 묘사하였다. 짧은 모발은 담묵바림 위에 농묵세선을 그어 표현하였는데 콧수염과 턱수염의 묘사방식도 이와 동일하다. 화면의 뒤편에는 간략한 구름문양이 있을 뿐 배경은 생략되었고 각 인물의 머리 윗편으로 화제란이 위치한다. 화면하단에는 군청색 테두리를 가진 무늬 없는 돗자리가 그려졌으며, 인물들의 앞에는 목리문이 있는 향탁과 불꽃이 피어오른 향로와 찻잔이 묘사되어있다. 그런데 화면 뒤 배경의 황토색 바탕을 보채하면서 인물들의 두부 윤곽이약간 변형되었다.남해 용문사 팔화상 영정화면을 상하로 이분한 뒤 상단에는 향우측부터 청진당, 청하당,청운당, 락서당을, 하단에는 향우측부터 봉성당, 우진당, 용암당,은암당을 그린 후 오른쪽 위에 각각 명칭을 기입하였다. 이들은 생략된 배경을 뒤로 무늬 없는 돗자리 위에 좌안 7분면의 결가 부좌상으로 염주나 주장자를 들고 있는 모습이다. 8명의 스님 가운데 행적이 확인되는 분은 별로 없지만 그 중 낙서당은 삼천포 운흥사 낙서암에 주석하였던 것으로 알려져 있다. 그리고 경상남도유형문화재 제425호로 지정된 용문사 소재 부도군 9기 가운데 팔화상 중 청하당과 은암당의 부도가 포함되어 있다. 배경의 처리 방식, 짙은 잿빛 장삼과 옅은 잿빛 장삼을 교대로 배치한 점, 가사의 매듭을 녹색, 청색, 황토색의 여러 끈으로 묶는 방식, 양 어깨의 기울기 정도, 안면부 윤곽과 묘사방식, 음영법에 의한 의복표현 안료의 선택, 화제란의 구성 방식 등에서 칠화상영정과 동일한 것으로 보아 같은 시기에 동일한 화승에 의해 제작된 것으로 추정된다. 또한 삼화상영정은 구름문의 배경처리와 나옹화상의 법의 표현은 다소 변화가 있는 요소이지만 무늬 없는 돗자리 표현, 인물의 윤곽과 양 어깨의 기울기, 한쪽 어깨에 붉은 가사를 약간 걸치고 여러 매듭으로 연결하는 의복 표현 방식, 음영법에 의한 옷주름, 화제란의 구성 방식 등이 칠화상영정·팔화상영정과 유사한 점이 많아, 이 작품 역시 같은 시기에 동일화승에 의해 제작된 것으로 보인다.남해 용문사 칠화상 영정화면을 상하로 이분한 뒤 상단에 향우측으로부터 화영당, 인한당, 해경당을, 하단에 향우측으로부터 세염당, 나월당, 효월당, 송곡당을 순서대로 그리고 인물의 오른쪽 어깨 위로 각각의 화제 명호란을 만든 후 기입하였다. 스님들은 모두 좌안 7분면에 결가부좌를 하고 있으며 손에는 염주 또는 주장자를 쥐고 있는 모습이다. 잿빛 장삼에 홍가사를 걸치고 있으며 녹색, 군청색, 황토색의 매듭으로 가사를 수하고 있다. 짙은 잿빛과 옅은 잿빛 장삼을 교대로 배치하고 지물들도 변화를 주어 단조로움을 피하고 있다. 철선묘로 곧게 그린 후 약간의 음영을 가하여 입체감을 표현한 얼굴과 깊게 주름진 옷주름은 전통 초상화법을 따르고 있으나 강한 음영법의 사용, 배경의 생략과 간략화된 돗자리, 일률적이고 변화 없는 표정 등으로 보아 20세기초의 작품으로 간주된다.남해 용문사 경암당 영정경암당은 좌안 7분면으로 왼손에는 주장자를, 오른손에는 염주를 쥐고 결가부좌하고 있다. 안면부는 백색을 바른 후 담묵선과 주선으로 윤곽을 잡았다. 눈의 상검선은 농묵으로, 하검선은 담묵으로 그었고, 눈 양쪽 가장자리는 담묵으로 바림하였으며, 눈동자는 갈색을 바른 후 농묵으로 동공을 찍었다. 얼굴의 주름은 주색으로 긋고, 그 주변을 엷게 바림하여 음영을 나타내었다. 머리의 정상부 모발과 수염은 백색의 짧은 선으로, 눈썹은 묵선과 백색의 세선으로 표현하였다. 인물은 흰 깃에 짙은 잿빛 장삼 위에 홍가사를 입은 후 녹색과 황색 두 매듭으로 연결하였다. 장삼은 농묵으로 주름을 나타내어 음영을 표현하였고, 왼쪽 어깨에 걸쳐진 가사의 모서리에는 사각형 녹색 바탕에 황색의 천(天)자를 부착한 장식이 있다. 1955년 한국불교정화운동 이전까지는 홍가사를 수하였는데 이 홍가사에는 네 귀퉁이에 천(天)자와 왕(王)자가 부착되어 있었다고 한다. 염주와 주장자에는 19세기부터 자주 나타나는 목리문을 그렸고 주장자의 고리와 양끝은 금니로 장식하였다. 뒷배경은 군청색 바탕에 먹선으로 구름문양을 꽉 메운 충전구도이다. 돗자리는 갈색바탕에 주색세로선을 그은 후 백색, 황갈색, 먹으로 화문석문양을 묘사하였다. 그리고 돗자리 위의 방석은 주색 테두리에 배경과 동일한 군청색으로 격자문을 표현하였다. 화면 향좌측 목리문이 그려진 향탁 위에는 향이 피워진 향로와 여러 빛깔의 과일이 담긴 청화백자가 놓여 있고, 담묵으로 처리한 향이 은은하게 피어오르고 있다."
199,남해용문사산신탱,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제411호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"암산과 폭포, 하늘과 서운, 노송 등을 먼 배경으로 하여 주인공인 산신과 사자를 함께 화면 가득 도설하고 있다. 깊은 산 계곡에 비스듬히 솟은 노송 앞에 다소 둔중해 보일 만큼 큰 체구의 산신이 오른손에 긴 지팡이를 쥐어 땅에 짚고, 왼손엔 불로초를 들고 커다란 호랑이에 몸을 기대어 우측 전방을 주시하며 앉아 있다. 복장은 흰색의 내의를 입고 그 위에 가장자리를 초문을 넣은 흰 반원문으로 장식한 단령포를 입었으며, 가슴과 배에 의대로 묶어 내려 다소 번잡스러운 느낌을 준다. 머리카락은 빗어 올려 정수리에서 상투를 틀어 치포관을 쓰고 그 위에 작은 원문이 장식된 투명한 망건을 썼다. 얼굴은 갈색을 펴 바르고, 이마의 굵은 주름, 턱, 인중, 안와선 등은선염으로 음영을 주었다. 머리카락과 수염은 담묵으로 칠하고 흰색과 검은색의 세선으로 섬세하게 표현하였다. 산신이 기대고 있는 호랑이는 산신만큼 크게 그렸으며, 방울 같은 큰 눈의 눈동자는 검은색으로 그 외곽은 갈색과 녹색을 번갈아 칠하고, 가장 외곽은 선홍색을 칠해 호랑이다운 눈을 강조하였다. 붉은색으로 칠하고 먹선으로 윤곽을 잡은 코, 입 밖으로 나온 이빨과 혀는 해학적인 분위기를 준다. 한편, 눈두덩이 위에 눈처럼 보송보송한 하얀 털이나 몸에 표현된 털은 터럭 하나하나를 섬세하게 묘사하여, 호랑이와 산신의 일체된 분위기를 연출함에 손색이 없다. 굵고 튼튼한 두 앞발을 적당하게 벌려서 힘차게 버텨 서서 가슴을 내밀고 얼굴로 산신을 감싸 보호하는 듯하며, 쭉 뻗은 허리를 따라 S자로 뻗힌 꼬리도 역동적인 힘이 넘쳐 보인다. 표범의 등 뒤엔 산신의 시자인 천재동자가 푸른 천의를 어깨 위로 나부끼며 양손으로 흰 대반에 공양물을 받쳐 들고 있다. 먼 풍경에 힘차게 떨어지는 폭포와 청명한 하늘에 떠있는 흰 구름, 마치 노송임을 나타내듯 갈색 위에 그려진 다양한 크기의 태점과 부채꼴 모양의 솔잎 등 산수와 함께 산신과 호랑이의 능력이 표현되기에 충분하다."
200,남해 용문사 독성탱,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제410호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"이 불화는 화면 가득히 독성을 배치하고 최상단의 소나무와 독성의 양측에 암석을 그려 넣어 자연에서 수도하는 수도자의 모습을 묘사하였다. 독성은 가장자리에 붉은색을 장식한 자리 위에 3/4분 정도 방향을 틀어 앉아 오른쪽 다리를 세우고, 무릎 위에 오른팔을 뻗어내린 채 왼손에는 주장자를 쥐고 어깨에 비스듬히 기대었다. 구체적인 표현 기법을 살펴보면, 피부색은 흰색이며, 전체적으로 펴 바른 뒤 붉은색으로 윤곽선을 그었으며, 이마의 주름선이나 미간, 안와선, 턱 등은 선염하여 음영을 주었다. 담채의 몰골법으로 그려진 흰 눈썹과 사물을 주시하는 듯한 눈은 상금선을 먹선으로 긋고, 하금선은 먹선으로 눈꼬리의 끝만을 살짝 그어 윤곽을 그리고, 눈동자는 갈색을 칠하고 그 가장자리와 동공은 먹선으로 마무리하였다. 꽉 다문 붉은 입술은 독성의 눈빛과 아울러 구도자로서의 강인한 의지가 표현되기에 손색이 없다. 가슴과 배가 모두 드러나게 양 어깨에 걸친 가사자락은 전체적으로 붉은색을 펴바르고 짙은 붉은색으로 그어 옷주름을 표현하였다. 화면 최상단에 그려진 소나무는 부채꼴모양으로 솔잎이 겹겹이 그려졌는데, 전체적으로 녹색을 칠하고 그 안쪽은 짙은 녹색을 칠해 바깥으로 서서히 선염해 입체감을 주었다. 또한 독성의 양측에 그려진 큐빅 모양의 바위는 바깥으로부터 청색, 백군으로 칠하고, 가운데는 본지가 드러나도록 하여 바위의 입체감을 주었다."
201,남해용문사건양2년독성탱,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제409호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"구도는 커다란 암산을 배경으로 한 그루의 노송 앞에 독성을 배치한 구도이다. 구체적으로 보면, 화면을 가득 채운 암산과 그 앞으로 노송 한 그루, 해와 새, 계곡의 물줄기 그리고 한 편에는 아름다운 꽃과 운무를 적절하게 배치하여 환상적인 심산유곡을 표현하였다. 암산에서 이어진 평평한 암반 위에 독성은 양다리를 옆으로 벌려 앉아서 경상 위의 책과 향로를 옆으로 밀어둔 채 깊은 사색을 즐기며 편안하고 여유로운 모습을 그려둔 것이다. 오른팔은 바닥을 짚어 몸을 지탱하고, 왼팔은 손목에다 두 줄의 단주와 함께 손에도 다시 굵고 목리문이 그려진 단주를 쥐고 있다. 그 모습을 구체적으로 살펴보면, 수노인(壽老人)처럼 불룩한머리는 붉은 색을 발라 선염하고, 얼굴 및 피부색은 엷은 갈색을 펴 바르고 붉은 선으로 윤곽을 그렸으며, 이마 주변, 안와선, 턱 아래 등에 부분적으로 피부색과 같은 색으로 약하게 음영을 주었다. 늘어진 흰 눈썹과 턱아래 수염은 흰색으로 그리고, 반달모양의 눈은 먹선으로 상금선을 긋고, 하금선 눈꼬리에 끝만을 살짝 표현하였으며, 동공은 갈색을 칠하고 먹선으로 윤곽을 그렸다. 독성은 상체를 드러낸 채 가장자리를 검은색으로 댄 붉은 가사를 몸에 두르고 있다. 붉은 가사 위에는 초문을 그린 원권문이 장식되어 있고, 가사의 옷주름은 먹선으로 그려 넣었다. 독성 뒤의 산수는 양록으로 칠하고 먹선으로 산의 준을 표현하고 그 위에 흰태점을 올려 장식적인 효과를 더하였다. 독성의 좌측에 솟은 노송은 둥글게 아치를 이루면서 머리 위로 휘어졌는데, 그 노송에 갈색을 칠하고 그 위에 붉은 색 먹선을 한 번 돌린 태점을 그려 넣어 나무의 질감을 살렸다. 부채꼴 모양의 솔잎, 붉은 해 아래 청조와 노송 가지를 휘감은 운무, 떨어지는 폭포 등은 19세기 이후 민화의 한 장면을 연상케 하며, 산수의 표현이 좋은 작품이다."
202,남해 용문사 현왕탱,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제408호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"이 작품은 현왕을 중심으로 11존의 권속이 원형으로 둘러 서 있으며, 권속들은 좌우대칭 구도를 이룬다. 흰 바탕 위에 담묵으로 산수를 그린 4곡병 앞에 현왕은 의자 등받이에 흰색 천이 덮인 의자를 뒤로 하고, 목리문이 그려진 넓은 탁자 위에 반가좌의 자세로 앉아 있다. 오른손은 오른쪽 무릎 위에 두고 왼손은 가슴위까지 들어 홀을 가볍게 쥐고 있는 모습으로, 일반적으로 탁자가 놓인 의자에 앉아 권속들과 망자를 심판하는 광경을 묘사하고 있는 것과는 차이가 있다. 현왕의 양 옆에는 관을 쓰고 공복을 입은 인물이 쟁반에 복숭아와 함을 들고 서서 그 옆으로 등을 돌려 선 인물과 서로 이야기 하듯 서 있어 인물들이 서로 유기적 관계로 이어져 있는 듯하며 다시 그 아래에는 산개를 든 2명의 인물이 서 있다. 현왕의 앞에 홀을 들고 등을 살짝 구부려 대륜성왕과 전륜성왕이 서 있고, 그 좌측으로 녹사가 명부를 들고 있거나 혹은 가운데 무릎을 꿇어 망자의 죄상을 고하는 장면이 묘사되어 있는데 무릎 꿇은 인물은 관찰자의 시선을 집중시키면서 각자의 역할을 맡아 임무를 수행하는 모습이 역동적인 분위기를 만들어내고 있다. 인물들을 자세히 보면, 현왕의 피부색은 옅은 갈색으로, 다른 권속의 흰 피부색과 차이를 두고, 찌푸린 미간, 인중이나 턱 등에는 선염하여 음영을 주었다. 눈썹과 수염은 담묵으로 펴 바르고 검은 세선과 흰 세선을 교대로 그어 섬세하게 묘사하고 있으며, 사선으로 올라간 눈, 이마로부터 뻗은 코, 몰골법으로 그린 작고 붉은 입술은 신중히 판관의 이야기를 듣고 있는 현왕을 표현하기에 손색이 없다.가장자리를 검은색으로 장식한 붉은 색 관복은 바탕보다 짙은 동색의 선을 사용하여 옷주름을 표현하고, 또한 붉은 관복 위에는 황토로 그린 원권문이 장식되었다. 권속의 의복은 주로 붉은색과 녹청색을 번갈아 사용하여 색의 강한 대비를 이루고 있다."
203,남해 용문사 동치3년 신중탱,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제407호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"용문사 동치 3년 신중탱은 대칭 3단구도로 최상단 가운데 8곡 병풍 앞에 범천 및 제석천과 그 뒤로 청동자 청동녀가 서 있고, 이 두 인물의 아래는 일궁천자. 월궁천자. 그 앞으로 두 천녀를 배치하였다. 중단에는 3면 6비의 예적금강을 중심으로 우측에 칼을 든 신장상과 좌측에 새 깃 모양의 날개가 달린 투구를 쓰고 갑옷을 입은 위태천을 도설 하였으며, 가운데는 날카로운 수염과 물갈퀴가 표현된 용과 머리에 새 모양의 관을 쓴 가루라가 나란히 서 있다. 범천과 제석천의 얼굴을 보면 옅은 갈색을 펴 바르고 붉은 선으로 윤곽선을 그렸다. 색조는 주로 붉은색. 군청. 녹청이 사용되었는데, 붉은색 법의는 짙은 붉은 선으로 긋거나 혹은 군청. 녹청의 경우는 옷주름을 녹청과 백록. 군청과 백군은 번갈아 칠해 주름을 표현하였음이 신장상의 의상에서 확인되었다."
204,남해 용문사 아미타여래오존탱,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제406호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男",Y,,,"아미타여래오존탱은 중앙에 아미타불을 중심으로 앞쪽 좌우에 지장과 관음, 뒤쪽 좌우에 아난과 가섭이 대칭구도를 이루면서 시립해 있다. 존상들은 신체에 비해 머리가 작은 편이며 신체 비례도 좋은 편이다. 본존불은 2단의 나무 좌대 위 청련좌에 결가부좌하였으며, 엄지와 중지를 맞댄 양손은 오른손은 가슴 앞으로 들고 왼손은 무릎 위에 두었다. 넓고 둥근 얼굴에 비해 눈, 코, 입이 작고 얼굴의 중앙에 몰려 있는 느낌이다. 본존의 두광 위에서 올라간 두 가닥의 푸른 서기는 마치 천의가 휘날리듯 양쪽으로 퍼지면서 위로 오르고 있다. 착의법은 오른쪽 어깨에 편삼을 걸치고 그 위에 왼쪽 어깨를 덮고 오른쪽 어깨를 살짝 덮어 내려오는 변형통견식이다. 대의는 붉은 색으로 칠하고 그 위에 황색으로 권문을 군데군데 일정하게 그려 넣어 장식하였으며, 옷주름 선은 짙은 붉은 색으로 그렸다. 가슴 아래 입은 어두운 녹청의 군의는 가장자리를 대의와 같이 초문당초로 장식하였다. 특히 이 불화에 대의나 군의의 옷주름을 이들 법의에 칠해진 색보다 짙은 동일색으로 선을 그어 표현하거나 가섭의 법의에서와 같이 선염으로 음영을 주어 표현하였다.아미타여래를 중심으로 좌우에 시립한 존상들은 육신색이나 법의 등의 색채 처리가 동일하다. 이들 중 관음상은 머리로부터 길게 덮어 내린 천의 위에 가는 먹선으로 칠보문을 그렸는데, 고려 불화와 같은 아름다움이나 얇고 부드러운 질감을 드러내기보다는 단순히 모티브만을 계승하는 시대적인 한계를 느끼게 한다. 또한 조선후기 불화에서 일반적인 표현법으로 본존불의 대좌 고리장식이나 지장의 석장 끝장식 등 금속구 장식물은 도톰하게하여 금분을 칠해 질감을 나타낼 뿐만 아니라 장식성까지 더하였다."
205,남해 용문사 봉서루,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제394호,055-860-8631,"봄, 여름, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"대웅전과 마주보고 있는 넓은 강당인 2층 누각. 용문사 봉서루의 초창은 1720년에, 현재의 모습을 보이는 구성의 중창은 1833년에 이루어진 것으로 판단된다. 봉서루는 정면 7칸, 측면 4칸의 팔작지붕으로 된 중층 건물로서 누하진입 형식의 공간구성을 하고 있으며, 높은 단차를 해결하기 위해 하층의 기둥을 높게 처리하였다. 이 하층의 기둥은 근년에 보수공사를 하면서 석주로 바꾸어 원래의 형상이 변경된 것으로 보인다. 하층의 공간은 전면은 비어 있으며, 상층의 바닥은 맞보형의 우물마루로 구성되어 있는 넓은 강당으로 구성되어 있다. 벽의 구성은 전면과 측면이 바라지 문으로 구성되어 있으며, 대웅전을 향한 후면은 개방되었던 것으로 파악되나, 근년에 교살창의 삼분합문을 달았다. 누의 중앙에는 1열의 기둥열을 두었다. 지붕 가구는 무고주 7량의 구조로 비교적 규모가 큰 구성을 이루었고, 천정은 연등천정으로 네 모서리에는 선자연이 잘 구성되어 있다. 공포는 조선 후기의 초익공 형식이다. 내진주에는 교두형의 첨자에 주두를 두었고, 종도리의 대공은 판대공으로 구성하였다."
206,남해 용문사 청동반자,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제378호,055-860-8631,"친구, 우정女, 우정男, 나홀로, 단체",Y,,,"승려들에게 공양 시각을 알리는 데 쓰이는 도구. 원형 형태의 청동반자는 이면에 10cm 폭 가량의 가장자리를 남겨놓고 가운데가 뚫려있어 마치 징과 같은 모양이다. 반자 표면은 3조의 돌기대로 구획되어 있는데, 내구는 타격하는 부분이라 많이 마모된 상태이다. 전면 가장자리에 약 10cm의 보수흔이 있으며, 측면에는 파손된 구멍자국이 보인다. 반자 앞면은 3조의 돌기대를 동심원권(同心圓圈)으로 둘러 내구(內區)·중구(中區)·외구(外區)로 구획되어 있다. 3조의 돌기대는 표면에서 융기되어 뚜렷하게 도드라져 있다. 내구와 중구는 문양이 없으나, 외구는 직경 7.4cm 크기의 범자삽입연판원문(梵字揷入蓮瓣圓文)이 일정한 간격을 두고 5군데 시문되어 있다. 반자 측면도 앞면과 마찬가지로 3조의 돌기대를 둘렀고, 3개의 반원형의 귀(고리꼭지)를 일정한 간격을 두고 설치하였는데, 고리는 따로 주조하여 붙였다. 이면은 6개의 동심원권(同心圓圈)으로 음각되었고 그 간격이 일정하지는 않다."
207,남해 용문사 동종,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제377호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"중생들의 번뇌를 없애기 위해 치는 불교의 상징물. 남해 용문사 동종은 음통과 용뉴가 1개씩 있으며, 편평한 천판은 세장방형의 12개 연판으로 구성되어 있고, 종형(鐘形)은 견부(肩部)에서 종구(鐘口)로 내려갈수록 넓어지고 있다. 용뉴는 입을 벌리고 있는 용의 머리와 3개의 발가락을 가진 두 발이 모두 천판과 맞닿아 있고, 몸의 형태는‘∩’자형으로 1개의 여의주를 받치고 있으며, 꼬리 부분은 음통을 2번 휘감고 있다. 용의 두부는 큰 눈과 날카로운 이빨, 크게 벌린 입, 뿔이 생동감 넘치고 비늘표현도 비교적 사실적이다. 음통의 구연부분은 4개의 연잎이 만개한 형태를 하고 있으며, 그 아래쪽은 사선문으로 처리하고 있다. 상대는 돋을새김의 원권(圓圈)에 범자문(梵字文)을 삽입하여 배열하였으며, 신부에는 4개의 유곽을 배치하고 유곽과 유곽 사이에는 합장형 보살입상 4구를 배치하고 있으며, 당좌는 별도로 두고 있지 않다. 유곽은 사다리꼴 형태로 그 안에 총 9개의 볼록한 뉴(乳)와 유좌가 위치하며, 유곽대에는 연속 당초문을 나타내고 있다. 보살상은 사다리꼴의 틀 안에 돋을새김 기법으로 표현하였는데, 두부에는 2조의 선으로 구성된 원형 두광을 구비하고 화려한 보관을 쓰고 있다. 상호는 코와 입 표현이 비교적 사실적이며, 군의 위에 천의를 걸쳤으며 의습 표현이 매우 자연스럽다. 하대는 종구에서 약 5cm 떨어진 위치에 연화당초문을 둘러 나타내고 있다."
208,남해용문사삼장보살탱,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제352호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"삼장보살탱의 구성은 상하 2단으로 상단에는 세보살상과 권속들을 배치하고, 하단에는 각종 신중상들을 배치하고 있다. 먼저 상단의 경우, 중앙에 천장보살과 그 좌우에 합장형의 진주·대진주보살을 두고, 그 좌측(향우측)에는 지지보살과 용수·다라니보살이 시립하고, 우측(향좌측)에는 정형의 지장보살상 좌우에 도명과 무독귀왕이 합장하고 있다. 그리고 화면 위쪽에는 천부중, 신중, 명부중 등 제권속들의 상반신만 묘사된 채 화면을 메우고 있다. 화면 하단에는 가운데 동자 2구외에 22구의 신장상이 상하 2열로 배치되어 있다. 화면 상하단과 보살상과 권속들 간에는 각각 구름을 배치하여 도상을 구분 짓고 있다. 화면 하단은 황토색으로 채색하여, 신중상들이 밟고 있는 지면을 표현하고 있다. 주조색은 주색·녹청·살색이며, 부분적으로 청색과 회색을 활용하고 있다. 삼장보살의 육신부는 살색바탕에 먹선으로 그은 뒤 다시 옅은 갈색 세선으로 윤곽을 잡고 있다. 그리고 눈썹과 콧수염, 턱수염은 짙은 녹청색으로 채색하여 표현하였다. 이 작품은 용문사 대웅전 반대 측 벽면에 걸려있는 神衆幀(1897년)과 동 시기에 제작된 작품이다. 이 역시 규모(縱186.3, 橫255.5cm)가 비교적 큰 편이고, 19세기 삼장보살 도상 연구에 자료적 가치가 있으며, 조형성이 엿보여 문화재자료로 지정 함."
209,남해 용문사 소장문헌,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제351호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"필사본 전적 2권 5책인『만년통고』와『복전집』. 남해 용문사에서 소장하고 있는 필사본 전적 2권 5책인『만년통고(萬年通考 2책)』,『복전집(福田集 3책)』은 그 내용으로 보아 18세기 초 (1704년, 숙종 30년)부터 20세기(1956년) 후반까지 용문사 사찰 내의 주지와 간부 승려의 변동 사항, 사찰 내의 각종 중요 사항, 시주의 명단과 시주물목, 그 밖에 국내의 여러 가지 사건과 행사 등을 기록하고 있다. 특정 사찰의 사적(事蹟)기록물로서 뿐만 아니라 지방에서 작성된 역사기록물로의 사료적 가치 또한 높다. 또한 필사본으로서 당시의 실명(實名)이 기록되어 있기 때문에 남해지역 지방사, 사찰사 연구에도 중요한 자료이다."
